LOCALITY_NAME,POSTCODE,STATE_ABBREVIATION,full_suburb
Loch Sport,3851,VIC,"Loch Sport, VIC, 3851"
Loch Valley,3833,VIC,"Loch Valley, VIC, 3833"
Lochaber,5271,SA,"Lochaber, SA, 5271"
Lochiel,2549,NSW,"Lochiel, NSW, 2549"
Lochiel,5510,SA,"Lochiel, SA, 5510"
Lochington,4720,QLD,"Lochington, QLD, 4720"
Lochinvar,2321,NSW,"Lochinvar, NSW, 2321"
Lock,5633,SA,"Lock, SA, 5633"
Lockes Claypan,5655,SA,"Lockes Claypan, SA, 5655"
Lockhart,2656,NSW,"Lockhart, NSW, 2656"
Lockhart,4892,QLD,"Lockhart, QLD, 4892"
Lockhart River,4892,QLD,"Lockhart River, QLD, 4892"
Lockier,6522,WA,"Lockier, WA, 6522"
Lockington,3563,VIC,"Lockington, VIC, 3563"
Lockleys,5032,SA,"Lockleys, SA, 5032"
Lockridge,6054,WA,"Lockridge, WA, 6054"
Lockrose,4342,QLD,"Lockrose, QLD, 4342"
Locksley,2795,NSW,"Locksley, NSW, 2795"
Locksley,3665,VIC,"Locksley, VIC, 3665"
Lockwood,3551,VIC,"Lockwood, VIC, 3551"
Lockwood South,3551,VIC,"Lockwood South, VIC, 3551"
Lockyer,4344,QLD,"Lockyer, QLD, 4344"
Lockyer,6330,WA,"Lockyer, WA, 6330"
Lockyer Waters,4311,QLD,"Lockyer Waters, QLD, 4311"
Loddon Vale,3575,VIC,"Loddon Vale, VIC, 3575"
Loftus,2232,NSW,"Loftus, NSW, 2232"
Loftville,2480,NSW,"Loftville, NSW, 2480"
Logan,3475,VIC,"Logan, VIC, 3475"
Logan Central,4114,QLD,"Logan Central, QLD, 4114"
Logan Reserve,4133,QLD,"Logan Reserve, QLD, 4133"
Logan Village,4207,QLD,"Logan Village, QLD, 4207"
Loganholme,4129,QLD,"Loganholme, QLD, 4129"
Loganlea,4131,QLD,"Loganlea, QLD, 4131"
Logans Crossing,2439,NSW,"Logans Crossing, NSW, 2439"
Logie Brae,2713,NSW,"Logie Brae, NSW, 2713"
Loira,7275,TAS,"Loira, TAS, 7275"
Lol Gray,6311,WA,"Lol Gray, WA, 6311"
London Lakes,7140,TAS,"London Lakes, TAS, 7140"
Londonderry,2753,NSW,"Londonderry, NSW, 2753"
Londonderry,6429,WA,"Londonderry, WA, 6429"
Londrigan,3678,VIC,"Londrigan, VIC, 3678"
Lonesome Creek,4719,QLD,"Lonesome Creek, QLD, 4719"
Long Beach,2536,NSW,"Long Beach, NSW, 2536"
Long Flat,2446,NSW,"Long Flat, NSW, 2446"
Long Flat,4570,QLD,"Long Flat, QLD, 4570"
Long Flat,5253,SA,"Long Flat, SA, 5253"
Long Forest,3340,VIC,"Long Forest, VIC, 3340"
Long Gully,3550,VIC,"Long Gully, VIC, 3550"
Long Jetty,2261,NSW,"Long Jetty, NSW, 2261"
Long Plain,2360,NSW,"Long Plain, NSW, 2360"
Long Plain,2629,NSW,"Long Plain, NSW, 2629"
Long Plains,5501,SA,"Long Plains, SA, 5501"
Long Pocket,4850,QLD,"Long Pocket, QLD, 4850"
Long Point,2330,NSW,"Long Point, NSW, 2330"
Long Point,2564,NSW,"Long Point, NSW, 2564"
Long Reach,7253,TAS,"Long Reach, TAS, 7253"
Longarm,2347,NSW,"Longarm, NSW, 2347"
Longerenong,3401,VIC,"Longerenong, VIC, 3401"
Longford,3851,VIC,"Longford, VIC, 3851"
Longford,7301,TAS,"Longford, TAS, 7301"
Longlea,3551,VIC,"Longlea, VIC, 3551"
Longley,7150,TAS,"Longley, TAS, 7150"
Longreach,2540,NSW,"Longreach, NSW, 2540"
Longreach,4730,QLD,"Longreach, QLD, 4730"
Longueville,2066,NSW,"Longueville, NSW, 2066"
Longwarry,3816,VIC,"Longwarry, VIC, 3816"
Longwarry North,3816,VIC,"Longwarry North, VIC, 3816"
Longwood,3665,VIC,"Longwood, VIC, 3665"
Longwood,5153,SA,"Longwood, SA, 5153"
Longwood East,3666,VIC,"Longwood East, VIC, 3666"
Lonnavale,7109,TAS,"Lonnavale, TAS, 7109"
Lonsdale,5160,SA,"Lonsdale, SA, 5160"
Loomberah,2340,NSW,"Loomberah, NSW, 2340"
Loongana,7315,TAS,"Loongana, TAS, 7315"
Loorana,7256,TAS,"Loorana, TAS, 7256"
Lord Howe Island,2898,NSW,"Lord Howe Island, NSW, 2898"
Lords Hill,2632,NSW,"Lords Hill, NSW, 2632"
Lorinna,7306,TAS,"Lorinna, TAS, 7306"
Lorn,2320,NSW,"Lorn, NSW, 2320"
Lorne,2439,NSW,"Lorne, NSW, 2439"
Lorne,3232,VIC,"Lorne, VIC, 3232"
Lorquon,3418,VIC,"Lorquon, VIC, 3418"
Lort River,6447,WA,"Lort River, WA, 6447"
Lost River,2583,NSW,"Lost River, NSW, 2583"
Lostock,2311,NSW,"Lostock, NSW, 2311"
Lota,4179,QLD,"Lota, QLD, 4179"
Lottah,7216,TAS,"Lottah, TAS, 7216"
Lotus Creek,4705,QLD,"Lotus Creek, QLD, 4705"
Louisa Creek,2469,NSW,"Louisa Creek, NSW, 2469"
Louth,2840,NSW,"Louth, NSW, 2840"
Louth Bay,5607,SA,"Louth Bay, SA, 5607"
Louth Park,2320,NSW,"Louth Park, NSW, 2320"
Lovedale,2325,NSW,"Lovedale, NSW, 2325"
Loveday,5345,SA,"Loveday, SA, 5345"
Lovely Banks,3213,VIC,"Lovely Banks, VIC, 3213"
Lovett Bay,2105,NSW,"Lovett Bay, NSW, 2105"
Low Head,7253,TAS,"Low Head, TAS, 7253"
Lowan Vale,5268,SA,"Lowan Vale, SA, 5268"
Lowanna,2450,NSW,"Lowanna, NSW, 2450"
Lowbank,5330,SA,"Lowbank, SA, 5330"
Lowden,6240,WA,"Lowden, WA, 6240"
Lower Acacia Creek,2476,NSW,"Lower Acacia Creek, NSW, 2476"
Lower Bago,2730,NSW,"Lower Bago, NSW, 2730"
Lower Barrington,7306,TAS,"Lower Barrington, TAS, 7306"
Lower Beechmont,4211,QLD,"Lower Beechmont, QLD, 4211"
Lower Belford,2335,NSW,"Lower Belford, NSW, 2335"
Lower Beulah,7306,TAS,"Lower Beulah, TAS, 7306"
Lower Boro,2580,NSW,"Lower Boro, NSW, 2580"
Lower Bottle Creek,2469,NSW,"Lower Bottle Creek, NSW, 2469"
Lower Broughton,5540,SA,"Lower Broughton, SA, 5540"
Lower Chittering,6084,WA,"Lower Chittering, WA, 6084"
Lower Cowley,4871,QLD,"Lower Cowley, QLD, 4871"
Lower Creek,2440,NSW,"Lower Creek, NSW, 2440"
Lower Cressbrook,4313,QLD,"Lower Cressbrook, QLD, 4313"
Lower Daintree,4873,QLD,"Lower Daintree, QLD, 4873"
Lower Duck Creek,2469,NSW,"Lower Duck Creek, NSW, 2469"
Lower Dyraaba,2470,NSW,"Lower Dyraaba, NSW, 2470"
Lower Hermitage,5131,SA,"Lower Hermitage, SA, 5131"
Lower Hotham,6390,WA,"Lower Hotham, WA, 6390"
Lower Inman Valley,5211,SA,"Lower Inman Valley, SA, 5211"
Lower King,6330,WA,"Lower King, WA, 6330"
Lower Lewis Ponds,2800,NSW,"Lower Lewis Ponds, NSW, 2800"
Lower Light,5501,SA,"Lower Light, SA, 5501"
Lower Longley,7109,TAS,"Lower Longley, TAS, 7109"
Lower Macdonald,2775,NSW,"Lower Macdonald, NSW, 2775"
Lower Mangrove,2250,NSW,"Lower Mangrove, NSW, 2250"
Lower Marshes,7030,TAS,"Lower Marshes, TAS, 7030"
Lower Mitcham,5062,SA,"Lower Mitcham, SA, 5062"
Lower Moira,3639,VIC,"Lower Moira, VIC, 3639"
Lower Mount Walker,4340,QLD,"Lower Mount Walker, QLD, 4340"
Lower Norton,3401,VIC,"Lower Norton, VIC, 3401"
Lower Pappinbarra,2446,NSW,"Lower Pappinbarra, NSW, 2446"
Lower Peacock,2469,NSW,"Lower Peacock, NSW, 2469"
Lower Plenty,3093,VIC,"Lower Plenty, VIC, 3093"
Lower Portland,2756,NSW,"Lower Portland, NSW, 2756"
Lower Snug,7054,TAS,"Lower Snug, TAS, 7054"
Lower Southgate,2460,NSW,"Lower Southgate, NSW, 2460"
Lower Tenthill,4343,QLD,"Lower Tenthill, QLD, 4343"
Lower Tully,4854,QLD,"Lower Tully, QLD, 4854"
Lower Turners Marsh,7267,TAS,"Lower Turners Marsh, TAS, 7267"
Lower Wattle Grove,7109,TAS,"Lower Wattle Grove, TAS, 7109"
Lower Wilmot,7310,TAS,"Lower Wilmot, TAS, 7310"
Lower Wonga,4570,QLD,"Lower Wonga, QLD, 4570"
Lowesby,4702,QLD,"Lowesby, QLD, 4702"
Lowesdale,2646,NSW,"Lowesdale, NSW, 2646"
Lowestoff,4723,QLD,"Lowestoff, QLD, 4723"
Lowlands,6330,WA,"Lowlands, WA, 6330"
Lowmead,4676,QLD,"Lowmead, QLD, 4676"
Lowood,4311,QLD,"Lowood, QLD, 4311"
Lowther,2790,NSW,"Lowther, NSW, 2790"
Loxford,2326,NSW,"Loxford, NSW, 2326"
Loxton,5333,SA,"Loxton, SA, 5333"
Loxton North,5333,SA,"Loxton North, SA, 5333"
Loy Yang,3844,VIC,"Loy Yang, VIC, 3844"
Loyetea,7316,TAS,"Loyetea, TAS, 7316"
Lubeck,3385,VIC,"Lubeck, VIC, 3385"
Lucas,3350,VIC,"Lucas, VIC, 3350"
Lucas Heights,2234,NSW,"Lucas Heights, NSW, 2234"
Lucaston,7109,TAS,"Lucaston, TAS, 7109"
Lucinda,4850,QLD,"Lucinda, QLD, 4850"
Lucindale,5272,SA,"Lucindale, SA, 5272"
Lucknow,2800,NSW,"Lucknow, NSW, 2800"
Lucknow,3875,VIC,"Lucknow, VIC, 3875"
Lucky Bay,5602,SA,"Lucky Bay, SA, 5602"
Lucyvale,3691,VIC,"Lucyvale, VIC, 3691"
Luddenham,2745,NSW,"Luddenham, NSW, 2745"
Ludlow,6280,WA,"Ludlow, WA, 6280"
Ludmilla,820,NT,"Ludmilla, NT, 820"
Lue,2850,NSW,"Lue, NSW, 2850"
Lugarno,2210,NSW,"Lugarno, NSW, 2210"
Lughrata,7255,TAS,"Lughrata, TAS, 7255"
Luina,7321,TAS,"Luina, TAS, 7321"
Lulworth,7252,TAS,"Lulworth, TAS, 7252"
Lumeah,4478,QLD,"Lumeah, QLD, 4478"
Lumeah,6395,WA,"Lumeah, WA, 6395"
Lumholtz,4849,QLD,"Lumholtz, QLD, 4849"
Lunawanna,7150,TAS,"Lunawanna, TAS, 7150"
Lundavra,4390,QLD,"Lundavra, QLD, 4390"
Lune River,7109,TAS,"Lune River, TAS, 7109"
Lurg,3673,VIC,"Lurg, VIC, 3673"
Lurnea,2170,NSW,"Lurnea, NSW, 2170"
Luscombe,4207,QLD,"Luscombe, QLD, 4207"
Luskintyre,2321,NSW,"Luskintyre, NSW, 2321"
Lutana,7009,TAS,"Lutana, TAS, 7009"
Lutwyche,4030,QLD,"Lutwyche, QLD, 4030"
Lyal,3444,VIC,"Lyal, VIC, 3444"
Lyalls Mill,6225,WA,"Lyalls Mill, WA, 6225"
Lymington,7109,TAS,"Lymington, TAS, 7109"
Lymwood,7256,TAS,"Lymwood, TAS, 7256"
Lynam,4818,QLD,"Lynam, QLD, 4818"
Lynbrook,3975,VIC,"Lynbrook, VIC, 3975"
Lynchs Creek,2474,NSW,"Lynchs Creek, NSW, 2474"
Lyndhurst,2350,NSW,"Lyndhurst, NSW, 2350"
Lyndhurst,2797,NSW,"Lyndhurst, NSW, 2797"
Lyndhurst,3975,VIC,"Lyndhurst, VIC, 3975"
Lyndhurst,4871,QLD,"Lyndhurst, QLD, 4871"
Lyndhurst,5731,SA,"Lyndhurst, SA, 5731"
Lyndoch,5351,SA,"Lyndoch, SA, 5351"
Lyndon,6701,WA,"Lyndon, WA, 6701"
Lyndside,4892,QLD,"Lyndside, QLD, 4892"
Lyneham,2602,ACT,"Lyneham, ACT, 2602"
Lynford,4342,QLD,"Lynford, QLD, 4342"
Lynton,5062,SA,"Lynton, SA, 5062"
Lynwood,2477,NSW,"Lynwood, NSW, 2477"
Lynwood,6147,WA,"Lynwood, WA, 6147"
Lyons,2606,ACT,"Lyons, ACT, 2606"
Lyons,3304,VIC,"Lyons, VIC, 3304"
Lyons,4124,QLD,"Lyons, QLD, 4124"
Lyons,810,NT,"Lyons, NT, 810"
Lyonville,3461,VIC,"Lyonville, VIC, 3461"
Lyra,4382,QLD,"Lyra, QLD, 4382"
Lyrup,5343,SA,"Lyrup, SA, 5343"
Lysterfield,3156,VIC,"Lysterfield, VIC, 3156"
Lysterfield South,3156,VIC,"Lysterfield South, VIC, 3156"
Lytton,4178,QLD,"Lytton, QLD, 4178"
Ma Ma Creek,4347,QLD,"Ma Ma Creek, QLD, 4347"
Maadi,4855,QLD,"Maadi, QLD, 4855"
Maalan,4886,QLD,"Maalan, QLD, 4886"
Maaoupe,5277,SA,"Maaoupe, SA, 5277"
Maaroom,4650,QLD,"Maaroom, QLD, 4650"
Mabel Creek,5723,SA,"Mabel Creek, SA, 5723"
Mabins Well,2716,NSW,"Mabins Well, NSW, 2716"
Mabuiag Island,4875,QLD,"Mabuiag Island, QLD, 4875"
Macalister,4406,QLD,"Macalister, QLD, 4406"
Macalister Range,4871,QLD,"Macalister Range, QLD, 4871"
Macarthur,2904,ACT,"Macarthur, ACT, 2904"
Macarthur,3286,VIC,"Macarthur, VIC, 3286"
Macclesfield,3782,VIC,"Macclesfield, VIC, 3782"
Macclesfield,5153,SA,"Macclesfield, SA, 5153"
Macdonald Park,5121,SA,"Macdonald Park, SA, 5121"
Macdonalds Creek,2339,NSW,"Macdonalds Creek, NSW, 2339"
Macedon,3440,VIC,"Macedon, VIC, 3440"
Macfarlane,4478,QLD,"Macfarlane, QLD, 4478"
Macgillivray,5223,SA,"Macgillivray, SA, 5223"
Macgregor,2615,ACT,"Macgregor, ACT, 2615"
Macgregor,4109,QLD,"Macgregor, QLD, 4109"
Machans Beach,4878,QLD,"Machans Beach, QLD, 4878"
Machine Creek,4695,QLD,"Machine Creek, QLD, 4695"
Mackay,4740,QLD,"Mackay, QLD, 4740"
Mackay Harbour,4740,QLD,"Mackay Harbour, QLD, 4740"
Mackenzie,4156,QLD,"Mackenzie, QLD, 4156"
Mackenzie,4702,QLD,"Mackenzie, QLD, 4702"
Mackenzie River,4705,QLD,"Mackenzie River, QLD, 4705"
Macknade,4850,QLD,"Macknade, QLD, 4850"
Macks Creek,3971,VIC,"Macks Creek, VIC, 3971"
Macksville,2447,NSW,"Macksville, NSW, 2447"
Maclagan,4352,QLD,"Maclagan, QLD, 4352"
Maclean,2463,NSW,"Maclean, NSW, 2463"
Macleay Island,4184,QLD,"Macleay Island, QLD, 4184"
Macleod,3085,VIC,"Macleod, VIC, 3085"
Macleod,6701,WA,"Macleod, WA, 6701"
Macmasters Beach,2251,NSW,"Macmasters Beach, NSW, 2251"
Macnamara,2615,ACT,"Macnamara, ACT, 2615"
Macorna,3579,VIC,"Macorna, VIC, 3579"
Macorna North,3568,VIC,"Macorna North, VIC, 3568"
Macquarie,2614,ACT,"Macquarie, ACT, 2614"
Macquarie Fields,2564,NSW,"Macquarie Fields, NSW, 2564"
Macquarie Hills,2285,NSW,"Macquarie Hills, NSW, 2285"
Macquarie Links,2565,NSW,"Macquarie Links, NSW, 2565"
Macquarie Marshes,2831,NSW,"Macquarie Marshes, NSW, 2831"
Macquarie Park,2113,NSW,"Macquarie Park, NSW, 2113"
Macquarie Pass,2577,NSW,"Macquarie Pass, NSW, 2577"
Macquarie Plains,7140,TAS,"Macquarie Plains, TAS, 7140"
Macs Cove,3723,VIC,"Macs Cove, VIC, 3723"
Macumba,5734,SA,"Macumba, SA, 5734"
Madalya,3971,VIC,"Madalya, VIC, 3971"
Maddens Plains,2508,NSW,"Maddens Plains, NSW, 2508"
Maddingley,3340,VIC,"Maddingley, VIC, 3340"
Maddington,6109,WA,"Maddington, WA, 6109"
Madeley,6065,WA,"Madeley, WA, 6065"
Madora Bay,6210,WA,"Madora Bay, WA, 6210"
Madura,6443,WA,"Madura, WA, 6443"
Mafeking,3379,VIC,"Mafeking, VIC, 3379"
Maffra,2630,NSW,"Maffra, NSW, 2630"
Maffra,3860,VIC,"Maffra, VIC, 3860"
Maffra West Upper,3859,VIC,"Maffra West Upper, VIC, 3859"
Magarey,5280,SA,"Magarey, SA, 5280"
Magdala,5400,SA,"Magdala, SA, 5400"
Magenta,2261,NSW,"Magenta, NSW, 2261"
Magenta,6355,WA,"Magenta, WA, 6355"
Maggea,5311,SA,"Maggea, SA, 5311"
Magill,5072,SA,"Magill, SA, 5072"
Magitup,6338,WA,"Magitup, WA, 6338"
Magnolia,4650,QLD,"Magnolia, QLD, 4650"
Magometon,2829,NSW,"Magometon, NSW, 2829"
Magpie,3352,VIC,"Magpie, VIC, 3352"
Magra,7140,TAS,"Magra, TAS, 7140"
Mahanewo,5717,SA,"Mahanewo, SA, 5717"
Mahogany Creek,6072,WA,"Mahogany Creek, WA, 6072"
Mahomets Flats,6530,WA,"Mahomets Flats, WA, 6530"
Maianbar,2230,NSW,"Maianbar, NSW, 2230"
Maida Vale,6057,WA,"Maida Vale, WA, 6057"
Maiden Gully,3551,VIC,"Maiden Gully, VIC, 3551"
Maidenhead,4385,QLD,"Maidenhead, QLD, 4385"
Maidenwell,4615,QLD,"Maidenwell, QLD, 4615"
Maidstone,3012,VIC,"Maidstone, VIC, 3012"
Mailors Flat,3275,VIC,"Mailors Flat, VIC, 3275"
Maimuru,2594,NSW,"Maimuru, NSW, 2594"
Main Arm,2482,NSW,"Main Arm, NSW, 2482"
Main Beach,4217,QLD,"Main Beach, QLD, 4217"
Main Creek,2420,NSW,"Main Creek, NSW, 2420"
Main Lead,3373,VIC,"Main Lead, VIC, 3373"
Main Ridge,3928,VIC,"Main Ridge, VIC, 3928"
Maindample,3723,VIC,"Maindample, VIC, 3723"
Maintongoon,3714,VIC,"Maintongoon, VIC, 3714"
Mairjimmy,2716,NSW,"Mairjimmy, NSW, 2716"
Maison Dieu,2330,NSW,"Maison Dieu, NSW, 2330"
Maitland,2320,NSW,"Maitland, NSW, 2320"
Maitland,5573,SA,"Maitland, SA, 5573"
Maitland,6714,WA,"Maitland, WA, 6714"
Maitland Bar,2850,NSW,"Maitland Bar, NSW, 2850"
Maitland Vale,2320,NSW,"Maitland Vale, NSW, 2320"
Major Plains,3725,VIC,"Major Plains, VIC, 3725"
Majorca,3465,VIC,"Majorca, VIC, 3465"
Majors Creek,2622,NSW,"Majors Creek, NSW, 2622"
Majors Creek,4816,QLD,"Majors Creek, QLD, 4816"
Majura,2609,ACT,"Majura, ACT, 2609"
Makin,5267,SA,"Makin, SA, 5267"
Malabaine,6401,WA,"Malabaine, WA, 6401"
Malabar,2036,NSW,"Malabar, NSW, 2036"
Malabugilmah,2460,NSW,"Malabugilmah, NSW, 2460"
Malaga,6090,WA,"Malaga, WA, 6090"
Malak,812,NT,"Malak, NT, 812"
Malanda,4885,QLD,"Malanda, QLD, 4885"
Malarga,4620,QLD,"Malarga, QLD, 4620"
Malbina,7140,TAS,"Malbina, TAS, 7140"
Maldon,2571,NSW,"Maldon, NSW, 2571"
Maldon,3463,VIC,"Maldon, VIC, 3463"
Malebelling,6302,WA,"Malebelling, WA, 6302"
Maleny,4552,QLD,"Maleny, QLD, 4552"
Malinong,5259,SA,"Malinong, SA, 5259"
Mallabula,2319,NSW,"Mallabula, NSW, 2319"
Mallacoota,3892,VIC,"Mallacoota, VIC, 3892"
Mallala,5502,SA,"Mallala, SA, 5502"
Mallan,2734,NSW,"Mallan, NSW, 2734"
Mallanganee,2469,NSW,"Mallanganee, NSW, 2469"
Mallee,2738,NSW,"Mallee, NSW, 2738"
Mallee Hill,6353,WA,"Mallee Hill, WA, 6353"
Malling,4352,QLD,"Malling, QLD, 4352"
Mallowa,2400,NSW,"Mallowa, NSW, 2400"
Malmoe,4627,QLD,"Malmoe, QLD, 4627"
Malmsbury,3446,VIC,"Malmsbury, VIC, 3446"
Maloneys Beach,2536,NSW,"Maloneys Beach, NSW, 2536"
Malpas,5311,SA,"Malpas, SA, 5311"
Malpas-trenton,4816,QLD,"Malpas-trenton, QLD, 4816"
Maltee,5690,SA,"Maltee, SA, 5690"
Malu,4403,QLD,"Malu, QLD, 4403"
Malua Bay,2536,NSW,"Malua Bay, NSW, 2536"
Malvern,3144,VIC,"Malvern, VIC, 3144"
Malvern,5061,SA,"Malvern, SA, 5061"
Malvern East,3145,VIC,"Malvern East, VIC, 3145"
Malyalling,6370,WA,"Malyalling, WA, 6370"
Mambourin,3024,VIC,"Mambourin, VIC, 3024"
Mambray Creek,5495,SA,"Mambray Creek, SA, 5495"
Mamu,4871,QLD,"Mamu, QLD, 4871"
Manangatang,3546,VIC,"Manangatang, VIC, 3546"
Manapouri,4361,QLD,"Manapouri, QLD, 4361"
Manar,2622,NSW,"Manar, NSW, 2622"
Manbulloo,852,NT,"Manbulloo, NT, 852"
Manchester Square,2577,NSW,"Manchester Square, NSW, 2577"
Mandagery,2870,NSW,"Mandagery, NSW, 2870"
Mandalay,4802,QLD,"Mandalay, QLD, 4802"
Mandalong,2264,NSW,"Mandalong, NSW, 2264"
Mandemar,2575,NSW,"Mandemar, NSW, 2575"
Mandogalup,6167,WA,"Mandogalup, WA, 6167"
Mandorah,822,NT,"Mandorah, NT, 822"
Mandurah,6210,WA,"Mandurah, WA, 6210"
Mandurama,2792,NSW,"Mandurama, NSW, 2792"
Mandurang,3551,VIC,"Mandurang, VIC, 3551"
Mandurang South,3551,VIC,"Mandurang South, VIC, 3551"
Maneroo,4730,QLD,"Maneroo, QLD, 4730"
Mangalo,5602,SA,"Mangalo, SA, 5602"
Mangalore,3663,VIC,"Mangalore, VIC, 3663"
Mangalore,7030,TAS,"Mangalore, TAS, 7030"
Mangana,7214,TAS,"Mangana, TAS, 7214"
Mangerton,2500,NSW,"Mangerton, NSW, 2500"
Mango Hill,4509,QLD,"Mango Hill, QLD, 4509"
Mangoola,2328,NSW,"Mangoola, NSW, 2328"
Mangoplah,2652,NSW,"Mangoplah, NSW, 2652"
Mangrove Creek,2250,NSW,"Mangrove Creek, NSW, 2250"
Mangrove Mountain,2250,NSW,"Mangrove Mountain, NSW, 2250"
Manifold Heights,3218,VIC,"Manifold Heights, VIC, 3218"
Manildra,2865,NSW,"Manildra, NSW, 2865"
Manilla,2346,NSW,"Manilla, NSW, 2346"
Manjimup,6258,WA,"Manjimup, WA, 6258"
Manly,2095,NSW,"Manly, NSW, 2095"
Manly,4179,QLD,"Manly, QLD, 4179"
Manly Vale,2093,NSW,"Manly Vale, NSW, 2093"
Manly West,4179,QLD,"Manly West, QLD, 4179"
Manmanning,6465,WA,"Manmanning, WA, 6465"
Manna Hill,5440,SA,"Manna Hill, SA, 5440"
Mannanarie,5422,SA,"Mannanarie, SA, 5422"
Mannerim,3222,VIC,"Mannerim, VIC, 3222"
Mannering Park,2259,NSW,"Mannering Park, NSW, 2259"
Manners Well,5732,SA,"Manners Well, SA, 5732"
Mannibadar,3360,VIC,"Mannibadar, VIC, 3360"
Manning,6152,WA,"Manning, WA, 6152"
Manning Point,2430,NSW,"Manning Point, NSW, 2430"
Manningham,5086,SA,"Manningham, SA, 5086"
Manns Beach,3971,VIC,"Manns Beach, VIC, 3971"
Mannuem,4610,QLD,"Mannuem, QLD, 4610"
Mannum,5238,SA,"Mannum, SA, 5238"
Mannus,2653,NSW,"Mannus, NSW, 2653"
Manobalai,2333,NSW,"Manobalai, NSW, 2333"
Manoora,4870,QLD,"Manoora, QLD, 4870"
Manoora,5414,SA,"Manoora, SA, 5414"
Manor Lakes,3024,VIC,"Manor Lakes, VIC, 3024"
Manorina,3889,VIC,"Manorina, VIC, 3889"
Mansfield,3722,VIC,"Mansfield, VIC, 3722"
Mansfield,4122,QLD,"Mansfield, QLD, 4122"
Mansfield Park,5012,SA,"Mansfield Park, SA, 5012"
Manton,2582,NSW,"Manton, NSW, 2582"
Manton,837,NT,"Manton, NT, 837"
Mantuan Downs,4722,QLD,"Mantuan Downs, QLD, 4722"
Mantung,5308,SA,"Mantung, SA, 5308"
Manumbar,4601,QLD,"Manumbar, QLD, 4601"
Manunda,4870,QLD,"Manunda, QLD, 4870"
Manunda Station,5440,SA,"Manunda Station, SA, 5440"
Manyana,2539,NSW,"Manyana, NSW, 2539"
Manypeaks,6328,WA,"Manypeaks, WA, 6328"
Manyung,4605,QLD,"Manyung, QLD, 4605"
Mapleton,4560,QLD,"Mapleton, QLD, 4560"
Mapoon,4874,QLD,"Mapoon, QLD, 4874"
Maragle,2653,NSW,"Maragle, NSW, 2653"
Marama,5307,SA,"Marama, SA, 5307"
Maramie,4892,QLD,"Maramie, QLD, 4892"
Maramingo Creek,3891,VIC,"Maramingo Creek, VIC, 3891"
Marananga,5355,SA,"Marananga, SA, 5355"
Marangaroo,6064,WA,"Marangaroo, WA, 6064"
Maranup,6256,WA,"Maranup, WA, 6256"
Marathon,4821,QLD,"Marathon, QLD, 4821"
Maraylya,2765,NSW,"Maraylya, NSW, 2765"
Marayong,2148,NSW,"Marayong, NSW, 2148"
Marbelup,6330,WA,"Marbelup, WA, 6330"
Marble Bar,6760,WA,"Marble Bar, WA, 6760"
Marble Hill,5137,SA,"Marble Hill, SA, 5137"
Marburg,4346,QLD,"Marburg, QLD, 4346"
March,2800,NSW,"March, NSW, 2800"
Marchagee,6515,WA,"Marchagee, WA, 6515"
Marchmont,2582,NSW,"Marchmont, NSW, 2582"
Marcollat,5271,SA,"Marcollat, SA, 5271"
Marcoola,4564,QLD,"Marcoola, QLD, 4564"
Marcus Beach,4573,QLD,"Marcus Beach, QLD, 4573"
Marcus Hill,3222,VIC,"Marcus Hill, VIC, 3222"
Mardan,3953,VIC,"Mardan, VIC, 3953"
Mardella,6125,WA,"Mardella, WA, 6125"
Marden,5070,SA,"Marden, SA, 5070"
Mardi,2259,NSW,"Mardi, NSW, 2259"
Mardie,6714,WA,"Mardie, WA, 6714"
Mareeba,4880,QLD,"Mareeba, QLD, 4880"
Marengo,2453,NSW,"Marengo, NSW, 2453"
Marengo,3233,VIC,"Marengo, VIC, 3233"
Mares Run,2422,NSW,"Mares Run, NSW, 2422"
Margaret River,6285,WA,"Margaret River, WA, 6285"
Margaret River,822,NT,"Margaret River, NT, 822"
Margate,4019,QLD,"Margate, QLD, 4019"
Margate,7054,TAS,"Margate, TAS, 7054"
Maria Creeks,4855,QLD,"Maria Creeks, QLD, 4855"
Marian,4753,QLD,"Marian, QLD, 4753"
Maribyrnong,3032,VIC,"Maribyrnong, VIC, 3032"
Mariginiup,6078,WA,"Mariginiup, WA, 6078"
Marinna,2663,NSW,"Marinna, NSW, 2663"
Marino,5049,SA,"Marino, SA, 5049"
Marion,5043,SA,"Marion, SA, 5043"
Marion Bay,5575,SA,"Marion Bay, SA, 5575"
Marion Bay,7175,TAS,"Marion Bay, TAS, 7175"
Marionvale,3634,VIC,"Marionvale, VIC, 3634"
Markaranka,5330,SA,"Markaranka, SA, 5330"
Marks Landing,5354,SA,"Marks Landing, SA, 5354"
Marks Point,2280,NSW,"Marks Point, NSW, 2280"
Markwell,2423,NSW,"Markwell, NSW, 2423"
Markwood,3678,VIC,"Markwood, VIC, 3678"
Marla,5724,SA,"Marla, SA, 5724"
Marlbed,3483,VIC,"Marlbed, VIC, 3483"
Marlborough,4705,QLD,"Marlborough, QLD, 4705"
Marlee,2429,NSW,"Marlee, NSW, 2429"
Marleston,5033,SA,"Marleston, SA, 5033"
Marley,2232,NSW,"Marley, NSW, 2232"
Marlo,3888,VIC,"Marlo, VIC, 3888"
Marlo Merrican,2441,NSW,"Marlo Merrican, NSW, 2441"
